issue_id,part,chapter_file,chapter_pages,section_page,line,heading,nearest_heading,kind,status,severity,snippet,action,algorithm
I0424,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1417,511,\subsection{Topological recursion and computational methods}\label{subsec:recursion},\subsection{Topological recursion and computational methods}\label{subsec:recursion},status-conjectured,must-upgrade,medium,Part~(c) remains \ClaimStatusConjectured{}: for a non-Koszul chiral,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0425,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1420,572,\subsection{Physical interpretation: strings and holography}\label{subsec:physics},\subsection{Physical interpretation: strings and holography}\label{subsec:physics},status-conjectured,must-upgrade,medium,\begin{conjecture}[String amplitude = bar complex cohomology; \ClaimStatusConjectured]\label{conj:string-amplitude-bar},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0426,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1420,620,\subsection{Physical interpretation: strings and holography}\label{subsec:physics},\subsection{Physical interpretation: strings and holography}\label{subsec:physics},status-conjectured,must-upgrade,medium,\begin{conjecture}[Holographic duality via bar-cobar; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0427,Synthesis and Programmes,chapters/connections/genus_complete.tex,,1422,675,\subsection{Synthesis}\label{subsec:synthesis},\subsection{Synthesis}\label{subsec:synthesis},meta-heading,must-upgrade,high,\subsection{Synthesis}\label{subsec:synthesis},Retitle or relocate heading outside theorematic flow,ALG-A
I0393,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1377,11,\section{Mathematical relationships between frameworks},\section{Mathematical relationships between frameworks},status-conjectured,must-upgrade,medium,genuine chirality \textup{(}\ClaimStatusConjectured\textup{)}.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0394,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1377,45,\subsection{From 4D gauge theory to 2D chiral algebras},\subsection{From 4D gauge theory to 2D chiral algebras},status-conjectured,must-upgrade,medium,\begin{conjecture}[When does CL produce chiral algebras?; \ClaimStatusConjectured]\label{conj:CL-produces-chiral},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0395,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1377,78,\subsection{From 4D gauge theory to 2D chiral algebras},\subsection{From 4D gauge theory to 2D chiral algebras},status-conjectured,must-upgrade,medium,\ClaimStatusConjectured\ because the three conditions,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0396,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1378,124,\subsection{Costello--Li conditions: from factorization to chiral},\subsection{Costello--Li conditions: from factorization to chiral},status-conjectured,must-upgrade,medium,\begin{conjecture}[CL chirality conditions for general $R$; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0397,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1383,387,\subsection{Chiral operad action},\subsection{Chiral operad action},status-conjectured,must-upgrade,medium,\begin{conjecture}[Chiral operad from HCS; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0398,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1384,432,\section{Open-closed correspondence as bar-cobar duality},\section{Open-closed correspondence as bar-cobar duality},status-conjectured,must-upgrade,medium,full open-closed equivalence remain \ClaimStatusConjectured.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0399,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1384,477,\subsection{Open and closed sectors},\subsection{Open and closed sectors},status-conjectured,must-upgrade,medium,\begin{conjecture}[Closed-string cobar identification; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0400,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1385,531,\subsection{Factorization and dimensional reduction},\subsection{Factorization and dimensional reduction},status-conjectured,must-upgrade,medium,\begin{conjecture}[Factorization along dimension tower; \ClaimStatusConjectured]\label{conj:factorization-dim-tower},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0401,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1386,586,\section{$\mathcal{W}$-algebras from Hitchin moduli},\section{$\mathcal{W}$-algebras from Hitchin moduli},status-conjectured,must-upgrade,medium,\ClaimStatusConjectured.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0402,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1386,608,\subsection{The Higgs branch and Hitchin system},\subsection{The Higgs branch and Hitchin system},status-conjectured,must-upgrade,medium,\begin{conjecture}[W-algebra from Hitchin; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0403,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1388,793,\subsection{Classical vs.\ quantum chiral algebras},\subsection{Classical vs.\ quantum chiral algebras},status-heuristic,must-upgrade,medium,\begin{remark}[Physics interpretation; \ClaimStatusHeuristic],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0404,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1390,919,\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},status-conjectured,must-upgrade,medium,at admissible levels \textup{[\ClaimStatusConjectured]}:,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0405,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1390,926,\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},status-conjectured,must-upgrade,medium,at admissible levels \textup{[\ClaimStatusConjectured]},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0406,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1390,998,\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},\subsection{Bar-cobar duality for $\mathcal{W}$-algebras},status-conjectured,must-upgrade,medium,"levels, the Koszul property remains \ClaimStatusConjectured{}: null","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0407,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1392,1059,\subsection{BV complex = geometric bar complex},\subsection{BV complex = geometric bar complex},status-conjectured,must-upgrade,medium,"between the classical BV complex (Costello--Gwilliam~\cite{CG17}) and the geometric bar complex.  For non-free algebras, the precise equivalence remains conjectural (\ClaimStatusConjectured) and has not been fully established.","Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0408,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1393,1148,\subsection{AGT correspondence via bar-cobar},\subsection{AGT correspondence via bar-cobar},status-conjectured,must-upgrade,medium,\begin{conjecture}[AGT 4D--2D bridge via bar-cobar; \ClaimStatusConjectured]\label{conj:agt-bar-cobar},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0409,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1396,1355,\section{Open questions and future directions},\section{Open questions and future directions},meta-heading,must-upgrade,high,\section{Open questions and future directions},Retitle or relocate heading outside theorematic flow,ALG-A
I0410,Synthesis and Programmes,chapters/connections/holomorphic_topological.tex,,1396,1418,\section{Open questions and future directions},\section{Open questions and future directions},status-conjectured,must-upgrade,medium,conjectural bridge (\ClaimStatusConjectured): the bar complex,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0411,Synthesis and Programmes,chapters/connections/kontsevich_integral.tex,,1403,376,\section{Higher genus: from bar complex to loop expansion},\section{Higher genus: from bar complex to loop expansion},status-conjectured,must-upgrade,medium,\ClaimStatusConjectured and is isolated as the only missing bridge.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0412,Synthesis and Programmes,chapters/connections/kontsevich_integral.tex,,1403,401,\section{Higher genus: from bar complex to loop expansion},\section{Higher genus: from bar complex to loop expansion},status-conjectured,must-upgrade,medium,\item (\ClaimStatusConjectured) The passage from holomorphic propagators on complex curves,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0413,Synthesis and Programmes,chapters/connections/kontsevich_integral.tex,,1404,450,\section{Chern--Simons theory as the bridge},\section{Chern--Simons theory as the bridge},status-conjectured,must-upgrade,medium,\begin{conjecture}[CS factorization homology; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0414,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1406,46,\section{Non-commutative Chern--Simons theory},\section{Non-commutative Chern--Simons theory},status-conjectured,must-upgrade,medium,\ClaimStatusConjectured; the purpose is to state a precise target,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0415,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1406,60,\subsection{Chern--Simons as source of chiral algebras},\subsection{Chern--Simons as source of chiral algebras},status-conjectured,must-upgrade,medium,\begin{conjecture}[Non-commutative CS; \ClaimStatusConjectured]\label{conj:nc-cs},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0416,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1406,128,\subsection{\texorpdfstring{Noncommutative geometry and associative / topological $\mathsf{E}_1$ structures}{Noncommutative geometry and associative / topological E1 structures}},\subsection{\texorpdfstring{Noncommutative geometry and associative / topological $\mathsf{E}_1$ structures}{Noncommutative geometry and associative / topological E1 structures}},status-conjectured,must-upgrade,medium,\begin{conjecture}[Koszul duality as Morita equivalence; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0417,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1407,179,\subsection{D-brane vertex algebras},\subsection{D-brane vertex algebras},status-conjectured,must-upgrade,medium,\begin{conjecture}[D-brane algebras are $\Eone$; \ClaimStatusConjectured]\label{conj:dbrane-e1},"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0418,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1408,217,\subsection{\texorpdfstring{D-brane categories from $\Eone$-module Koszul duality}{D-brane categories from E1-module Koszul duality}},\subsection{\texorpdfstring{D-brane categories from $\Eone$-module Koszul duality}{D-brane categories from E1-module Koszul duality}},status-conjectured,must-upgrade,medium,\begin{conjecture}[HMS from $\Eone$-module Koszul duality; \ClaimStatusConjectured],"Fence, split, move, or prove conjectural/heuristic material",ALG-B
I0419,Synthesis and Programmes,chapters/connections/physical_origins.tex,,1409,273,\section{AGT correspondence connections},\section{AGT correspondence connections},status-conjectured,must-upgrade,medium,nonlocal/associative remain \ClaimStatusConjectured.,"Fence, split, move, or prove conjectural/heuristic material",ALG-B
